ticket_id,region,state,site,subject,description,space,equipment,type,created_on,channel,issue_type,problem_category,problem_subcategory,ticket_state,priority,closed_time,maintenance_team,maintenance_type,ticket_action_type,block,sla_status,sla_end_date
BLRJIGTE-2308558,South,Texas,Austin South,Movement & Relocations*,There are Few Boards Need to shift from one place to another From Location:00-T202-1A-W-40 to Location: 00-T202-1A-W-61,ODC 1A,,Asset,2023-09-25,Email,Request,Movement & Relocations*,Need Manpower to support Movements*,Closed,Normal,2023-09-25,Jigini-Soft Service Team,Corrective,Proactive,W-A (T2),Within SLA,2023-09-26
CHETA3TE-2307982,South,Florida,Miami Downtown,LGF cafeteria hand wash area mirror need to be clean,LGF cafeteria hand wash area mirror need to be clean,BLK2,,Asset,2023-09-25,Mobile_App,Request,Cleaning *,Special Clean*,Closed,High,2023-09-25,ETA3 Soft Service Team,Corrective,Proactive,BLK2,Within SLA,2023-09-26
CHNCAMTE-2312819,South,Florida,Miami Central,"T5,1st floor GRR r/w urinal No:2,3,4 water not come","T5,1st floor GRR r/w urinal No:2,3,4 water not come",T5,,Asset,2023-09-25,Mobile_App,Request,Plumbing*,No Water*,Closed,Normal,2023-09-25,HCL CHN - M&E Team,Corrective,Proactive,T5,Within SLA,2023-09-26
MDUSPATE-2302847,West,California,San Francisco Bay Area,Second floor training room 2.01 emergency light not glowing,Second floor training room 2.01 emergency light not glowing,TR.2.01,,Asset,2023-09-25,Web,Request,Electrical*,Lights Not Working / Flickering*,Closed,Normal,2023-09-25,HCL MDU_SPA Electrical Team,Corrective,Proactive,SP A Tower,Within SLA,2023-09-26
CBETIDTE-2303873,South,Florida,Orlando West,Need to check,Need to check,M202,,Asset,2023-09-28,Mobile_App,Request,Air Condition*,Indoor Air Quality*,Closed,High,2023-09-28,HCL CBE_Tidel - HVAC Team,Corrective,Proactive,M202,Within SLA,2023-09-29
MDUELCTE-2306309,West,California,San Francisco Downtown,Lights Not Working/Flickering,Lights Not Working/Flickering,ODC 4A,,Asset,2023-09-28,Mobile_App,Request,Electrical*,Lights Not Working / Flickering*,Closed,Normal,2023-10-01,MDU-Electrical Team,Corrective,Proactive,Tower2,Within SLA,2023-09-29
CHETA3TE-2308246,South,Florida,Miami Downtown,LGF odc 20 GRR main door not closing properly maje noise pls check,LGF odc 20 GRR main door not closing properly maje noise pls check,LGF B1,,Asset,2023-09-28,Mobile_App,Request,CARPENTRY*,Door General*,Closed,Normal,2023-09-29,ETA3 M&E Team,Corrective,Proactive,BLK3,Within SLA,2023-09-29
BLRITPTE-2303972,South,Texas,Austin East,Need to be fix,Need to be fix,ODC-2,,Asset,2023-09-30,Mobile_App,Request,Electrical*,Wiring*,Closed,Critical,2023-09-30,ITPL-Electrical Team,Corrective,Proactive,WB(F5),Within SLA,2023-09-30
CHETA3TE-2307983,South,Florida,Miami Downtown,LGF odc -24 GRR & LRR Exhaust fan not working,LGF odc -24 GRR & LRR Exhaust fan not working,GRR,,Asset,2023-09-25,Mobile_App,Request,Electrical*,Exhaust Fan Not Working*,Closed,Normal,2023-09-25,ETA3 Electrical Team,Corrective,Proactive,NW,Within SLA,2023-09-26
HCLCESTE-2304361,South,Texas,Austin Downtown,Urinal sensor not working need to be check,Urinal sensor not working need to be check,RHS,,Asset,2023-10-05,Mobile_App,Request,Rest Room*,Urinal Sensor not working*,Closed,Critical,2023-10-05,Cessna - Plumber Team,Corrective,Proactive,RHS,Within SLA,2023-10-05
BLRMTPTE-2303631,South,Texas,Dallas Uptown,Mtp-01-02-w-62 switch board socket is open condition,Mtp-01-02-w-62 switch board socket is open condition,ODC2,,Asset,2023-10-03,Mobile_App,Request,Electrical*,Electric Shock*,Closed,Normal,2023-10-03,BLR MTP_ Electrical Team,Corrective,Proactive,WA,Within SLA,2023-10-04
CHNOZOTE-2305185,South,Florida,Miami South,Passage need beeding clean.,Passage need beeding clean.,6F,,Asset,2023-10-05,Mobile_App,Request,Cleaning *,Special Clean*,Closed,High,2023-10-05,Ozone Soft Service Team,Corrective,Proactive,OZ,Within SLA,2023-10-06
BLRITPTE-2303799,South,Texas,Austin East,Celing fix properly,Celing fix properly,ODC-2,,Asset,2023-09-25,Mobile_App,Request,CARPENTRY*,Ceiling Tiles Missing / Broken*,Closed,Normal,2023-09-25,ITPL-Electrical Team,Corrective,Proactive,WB(F5),Within SLA,2023-09-26
PUNQBXTE2302610,South,Tennessee,Nashville West End,6floor W 18  celling tiles Cheng,6floor W 18  celling tiles Cheng,F6,,Asset,2023-09-25,Mobile_App,Request,CARPENTRY*,Ceiling Tiles Missing / Broken*,Closed,Normal,2023-09-25,Qubix-Soft Sevice Team,Corrective,Proactive,QS IT-05,Within SLA,2023-09-26
PUNMGPTE-2303637,West,Arizona,Phoenix Scottsdale,High cooling in cafeteria,High cooling in cafeteria,Cafeteria,,Asset,2023-09-25,Mobile_App,Request,Air Condition*,AHU*,Closed,High,2023-09-25,HCL PUN_MGP - M&E Team,Corrective,Proactive,WB,Within SLA,2023-09-26
MDUELCTE-2306865,West,California,San Francisco Downtown,Air Condition*,"Too warm, Requesting to Increase the AC Cooling at Tower2 / Floor3(T2) / ODC 5C",ODC 5C,,Asset,2023-10-13,Phone,Request,Air Condition*,Too Warm*,Closed,High,2023-10-17,MDU-HVAC Team,Corrective,Proactive,Tower2,Within SLA,2023-10-14
CHETA3TE-2307996,South,Florida,Miami Downtown,LGF cafeteria HUM TUM counter near floor need to clean,LGF cafeteria HUM TUM counter near floor need to clean,I cafÔø?,,Asset,2023-09-25,Mobile_App,Request,Cleaning *,Floor/Carpet Cleaning*,Closed,Normal,2023-09-25,ETA3 Soft Service Team,Corrective,Proactive,WW,Within SLA,2023-09-26
PUNAMBTE2305728,West,Arizona,Phoenix North,Terrace cooling tower near side DB power supply issue,Terrace cooling tower near side DB power supply issue,FT,,Asset,2023-09-25,Mobile_App,Request,Electrical*,Power Supply Issue*,Closed,Normal,2023-09-25,? HCL PUN_AMB FORT Electrical Team,Corrective,Proactive,Amber Fort,Within SLA,2023-09-26
CHETA1TE-2304194,South,Florida,Miami Beach,Cafeteria water dispenser near floor and side wall need to clean,Cafeteria water dispenser near floor and side wall need to clean,F5,,Asset,2023-09-25,Mobile_App,Request,Cleaning *,After Hours Request*,Closed,High,2023-09-25,ETA1 Soft Service team,Corrective,Proactive,Block 1,Within SLA,2023-09-26
MDUELCTE-2306172,West,California,San Francisco Downtown,Need to apply the air freshener bad smell,Need to apply the air freshener bad smell,BDR ROOM,,Asset,2023-09-25,Mobile_App,Request,Cleaning *,Air Freshener*,Closed,High,2023-09-26,MDU-Soft Service Team,Corrective,Proactive,Tower3,Within SLA,2023-09-26
BLRHUBTE-2302608,South,Texas,Dallas West End,Switch bord cover properly not fixed,Switch bord cover properly not fixed,Building 2 Block B,,Asset,2023-09-25,Mobile_App,Request,Electrical*,Junction Box*,Closed,Critical,2023-09-25,Hubli-Electrical Team,Corrective,Proactive,Building 2 Block B,Within SLA,2023-09-25
BLRJIGTE-2308559,South,Texas,Austin South,Washroom lights,Sensors are not working properly from last 2 months I'm seeing that the lights in the washroom are not working. Even when someone is inside the washroom lights are getting turned off. I have already told this to security but they are not listening.,Ladies wash room,,Asset,2023-09-25,One_Campus,Request,Rest Room*,Urinal Sensor not working*,On Hold,Critical,,Jigini-Plumber Team,Corrective,Reactive,W-B (T3),Within SLA,2023-09-25
CHETA3TE-2307985,South,Florida,Miami Downtown,"Lgf bay-01 GRR wash basin no-02 ,09 water not working","Lgf bay-01 GRR wash basin no-02 ,09 water not working",GRR,,Asset,2023-09-25,Mobile_App,Request,Plumbing*,No Water*,Closed,Normal,2023-09-25,ETA3 Plumber Team,Corrective,Proactive,NW,Within SLA,2023-09-26
CHNCAMTE-2312816,South,Florida,Miami Central,Turn on the AC,"Kindly turn the ac on, itÔø?s too warm inside",ODC,,Asset,2023-09-25,One_Campus,Request,Air Condition*,Too Warm*,Closed,High,2023-09-25,HCL CHN - M&E Team,Corrective,Reactive,RW,Within SLA,2023-09-26
MDUELCTE-2306175,West,California,San Francisco Downtown,Need to be clean Tower-3 ground floor stair case.,Need to be clean Tower-3 ground floor stair case.,GF(T3),,Asset,2023-09-25,Mobile_App,Request,Cleaning *,Floor/Carpet Cleaning*,Closed,Normal,2023-09-26,MDU-Soft Service Team,Corrective,Proactive,Tower3,Within SLA,2023-09-26
VIJSEZTE-2305466,South,Tennessee,Nashville Green Hills,"3rd floor pantry plates, spoons cleaning","3rd floor pantry plates, spoons cleaning",Breakout,,Asset,2023-09-28,Mobile_App,Request,Cleaning *,Cleaning Of Plates / Spoons*,Closed,Normal,2023-09-28,VIJ_SEZ-Soft Service Team,Corrective,Proactive,Breakout,Within SLA,2023-09-29
BLRMTPTE-2303632,South,Texas,Dallas Uptown,Mtp-01-02-w-70 work station metal plate is open,Mtp-01-02-w-70 work station metal plate is open,ODC2,,Asset,2023-10-03,Mobile_App,Request,Fixtures & Fittings *,Railings*,Closed,High,2023-10-03,BLR MTP_ Electrical Team,Corrective,Proactive,WA,Within SLA,2023-10-04
MDUELCTE-2306311,West,California,San Francisco Downtown,Lights Not Working/Flickering,Lights Not Working/Flickering,ODC 4A,,Asset,2023-09-28,Mobile_App,Request,Electrical*,Lights Not Working / Flickering*,Closed,Normal,2023-10-01,MDU-Electrical Team,Corrective,Proactive,Tower2,Within SLA,2023-09-29
BLRGRTTE-2303475,South,Texas,Austin North,Indoor split AC water leakage,Indoor split AC water leakage,BR,,Asset,2023-09-30,Mobile_App,Request,Air Condition*,Leaks*,Closed,High,2023-09-30,GRTP_HVAC Team,Corrective,Proactive,VB,Within SLA,2023-10-01
BLRKLTE-2304457,South,Texas,Austin West,Light not working,Light not working,RF LAB,,Asset,2023-09-28,Mobile_App,Request,Electrical*,Lights Not Working / Flickering*,Closed,Normal,2023-09-29,BLR_KL Electrical Team,Corrective,Proactive,B2,Within SLA,2023-09-29
PUNAMBTE2305725,West,Arizona,Phoenix North,1F pantry microwave power supply issue,1F pantry microwave power supply issue,Pantry,,Asset,2023-09-25,Mobile_App,Request,Electrical*,Microwave/Oven Not Working*,Closed,Normal,2023-09-25,? HCL PUN_AMB FORT Electrical Team,Corrective,Proactive,Amber Fort,Within SLA,2023-09-26
CHNCAMTE-2312825,South,Florida,Miami Central,Earth Pit -39th week of ppm work,Earth Pit -39th week of ppm work,T3,,Asset,2023-09-25,Web,Request,Others*,Internal Team Co-Ordination,Closed,Normal,2023-09-25,T1 - M&E Team,Corrective,Proactive,T3,Within SLA,2023-09-25
PUNDQRTE2303104,South,Tennessee,Nashville Downtown,IT room power supply issue,IT room power supply issue,IT Store Room,,Asset,2023-09-25,Mobile_App,Request,Electrical*,Power Supply Issue*,Closed,Normal,2023-09-25,Quadra- M&Eteam,Corrective,Proactive,Qdra,Within SLA,2023-09-26
CHNCAMTE-2312831,South,Florida,Miami Central,LSB Panel ppm 39th week ppm,LSB Panel ppm 39th week ppm,CR,,Asset,2023-09-25,Web,Request,Others*,Internal Team Co-Ordination,Closed,Normal,2023-09-25,T2 - M&E Team,Corrective,Proactive,CW,Within SLA,2023-09-25
CHNCAMTE-2312834,South,Florida,Miami Central,LSB Panel ppm 39th week,LSB Panel ppm 39th week,RW,,Asset,2023-09-25,Web,Request,Others*,Internal Team Co-Ordination,Closed,Normal,2023-09-25,HCL CHN - M&E Team,Corrective,Proactive,RW,Within SLA,2023-09-25
CHETA3TE-2307988,South,Florida,Miami Downtown,"NSS GRR urinal no 3,4 sensor problem","NSS GRR urinal no 3,4 sensor problem",BLK2,,Asset,2023-09-25,Mobile_App,Request,Plumbing*,Blockages/Clogs*,Closed,High,2023-09-25,ETA3 Plumber Team,Corrective,Proactive,BLK2,Within SLA,2023-09-26
CBETIDTE-2303863,South,Florida,Orlando West,Need to clean,Need to clean,LRR,,Asset,2023-09-28,Mobile_App,Request,Cleaning *,Mirrors Not Cleaned*,Closed,Normal,2023-09-28,HCL CBE_Tidel - Soft Service Team,Corrective,Proactive,Tidel Park,Within SLA,2023-09-29
MDUELCTE-2306186,West,California,San Francisco Downtown,High cooling issue Temperature Adjusted,High cooling issue Temperature Adjusted,ODC 3A,,Asset,2023-09-25,Mobile_App,Request,Air Condition*,Poor Air Circulation*,Closed,Normal,2023-09-29,MDU-HVAC Team,Corrective,Proactive,Tower3,Within SLA,2023-09-26
CHNCAMTE-2313859,South,Florida,Miami Central,Air Condition*,"Feeling too cold, Kindly reduce the AC at  TOWER 4 / Fourth Floor / Left Wing / 402B",ODC,,Asset,2023-10-10,Email,Request,Air Condition*,Too Cool*,Closed,High,2023-10-10,HCL CHN - M&E Team,Corrective,Proactive,LW,Within SLA,2023-10-11
VIJSEZTE-2305467,South,Tennessee,Nashville Green Hills,Id card,Need ID card tag,DISCUSSION ROOM(KRISHNA),,Asset,2023-09-28,One_Campus,Request,Others*,External/Vendor Team Co-Ordination,Closed,Normal,2023-09-28,VIJ_SEZ-Soft Service Team,Corrective,Reactive,MEDHA TOWER,Within SLA,2023-09-29
CHNCAMTE-2312818,South,Florida,Miami Central,"T5,1st floor GRR L/W no:4 urinal water not come need to check","T5,1st floor GRR L/W no:4 urinal water not come need to check",T5,,Asset,2023-09-25,Mobile_App,Request,Plumbing*,No Water*,Closed,Normal,2023-09-25,HCL CHN - M&E Team,Corrective,Proactive,T5,Within SLA,2023-09-26
CHETA3TE-2307990,South,Florida,Miami Downtown,"NSS GRR wash basin no: 1,2 sensor not working","NSS GRR wash basin no: 1,2 sensor not working",BLK2,,Asset,2023-09-25,Mobile_App,Request,Plumbing*,Water Taps Not Working*,Closed,Normal,2023-09-25,ETA3 Plumber Team,Corrective,Proactive,BLK2,Within SLA,2023-09-26
MDUELCTE-2306319,West,California,San Francisco Downtown,Lights Not Working/Flickering,Lights Not Working/Flickering,Maha Mandapam Meeting Room,,Asset,2023-09-28,Mobile_App,Request,Electrical*,Lights Not Working / Flickering*,Closed,Normal,2023-10-01,MDU-Electrical Team,Corrective,Proactive,Tower2,Within SLA,2023-09-29
BLRMTPTE-2303633,South,Texas,Dallas Uptown,Mtp-01-02w-96 switch board palte is open condition,Mtp-01-02w-96 switch board palte is open condition,ODC2,,Asset,2023-10-03,Mobile_App,Request,Electrical*,Electric Shock*,Closed,Normal,2023-10-03,BLR MTP_ Electrical Team,Corrective,Proactive,WA,Within SLA,2023-10-04
CANDORTE-2303772,South,Illinois,Chicago Loop,need to be vacant dustbin,need to be vacant dustbin,ODC#2,,Asset,2023-09-29,Web,Request,Cleaning *,Sanitary Bins*,Closed,Critical,2023-09-29,HouseKeeping Team,Corrective,Proactive,T11,Within SLA,2023-09-29
PUNAMBTE2306008,West,Arizona,Phoenix North,GF two wheeler parking tube light power supply issue,GF two wheeler parking tube light power supply issue,GF,,Asset,2023-10-05,Mobile_App,Request,Electrical*,Power Supply Issue*,Closed,Normal,2023-10-05,? HCL PUN_AMB FORT Electrical Team,Corrective,Proactive,Amber Fort,Within SLA,2023-10-06
CHETA3TE-2308831,South,Florida,Miami Downtown,LGF B2 water can storage steel stand need to clean,LGF B2 water can storage steel stand need to clean,LGF B1,,Asset,2023-10-10,Mobile_App,Request,Cleaning *,Appliances*,Closed,High,2023-10-10,ETA3 Soft Service Team,Corrective,Proactive,BLK2,Within SLA,2023-10-11
PUNMGPTE-2303636,West,Arizona,Phoenix Scottsdale,ODC 1 A meeting room AC not working,ODC 1 A meeting room AC not working,ODC 1A - Meeting Room-1,,Asset,2023-09-25,Mobile_App,Request,Air Condition*,AHU*,Closed,High,2023-09-25,HCL PUN_MGP - M&E Team,Corrective,Proactive,WA,Within SLA,2023-09-26
CHETA1TE-2304201,South,Florida,Miami Beach,Need to clean deeply the 4th floor ODC-401-C passage area,Need to clean deeply the 4th floor ODC-401-C passage area,F4,,Asset,2023-09-25,Mobile_App,Request,Cleaning *,After Hours Request*,Closed,High,2023-09-25,ETA1 Soft Service team,Corrective,Proactive,Block 1,Within SLA,2023-09-26
CHETA3TE-2308296,South,Florida,Miami Downtown,UGF odc -20 GRR wash basin no -04 water not working,UGF odc -20 GRR wash basin no -04 water not working,WW,,Asset,2023-09-29,Mobile_App,Request,Plumbing*,No Water*,Closed,Normal,2023-09-29,ETA3 Plumber Team,Corrective,Proactive,WW,Within SLA,2023-09-30
CHNCAMTE-2312839,South,Florida,Miami Central,ldb1-6 39th week ppm work,ldb1-6 39th week ppm work,3F,,Asset,2023-09-25,Web,Request,Others*,Internal Team Co-Ordination,Closed,Normal,2023-09-25,HCL CHN - M&E Team,Corrective,Proactive,New Cafe,Within SLA,2023-09-25
VIJSEZTE-2305493,South,Tennessee,Nashville Green Hills,Boardroom cleaning,Boardroom cleaning,F3,,Asset,2023-09-29,Mobile_App,Request,Cleaning *,Special Clean*,Closed,High,2023-09-29,VIJ_SEZ-Soft Service Team,Corrective,Proactive,MEDHA TOWER,Within SLA,2023-09-30
CHETA3TE-2308287,South,Florida,Miami Downtown,RTS lab need to be clean,RTS lab need to be clean,BLK2,,Asset,2023-09-29,Mobile_App,Request,Cleaning *,Special Clean*,Closed,High,2023-09-29,ETA3 Soft Service Team,Corrective,Proactive,BLK2,Within SLA,2023-09-30
CHNOZOTE-2304897,South,Florida,Miami South,5th floor South West GRR wc-4 Health faceut gun stand removed problem,5th floor South West GRR wc-4 Health faceut gun stand removed problem,GRR-2,,Asset,2023-09-25,Mobile_App,Request,Plumbing*,Health - Faucet / Taps / Damage*,Closed,Normal,2023-09-25,Ozone Plumber Team,Corrective,Proactive,5F (LW),Within SLA,2023-09-26
CHNCAMTE-2312838,South,Florida,Miami Central,LIFT Panel 39th week ppm work,LIFT Panel 39th week ppm work,RW,,Asset,2023-09-25,Web,Request,Others*,Internal Team Co-Ordination,Closed,Normal,2023-09-25,HCL CHN - M&E Team,Corrective,Proactive,RW,Within SLA,2023-09-25
AN43TE-2305413,West,Arizona,Phoenix Camelback East,5th floor female washroom need to be deep clean,5th floor female washroom need to be deep clean,LR,,Asset,2023-10-15,Mobile_App,Request,Others*,Internal Team Co-Ordination,Closed,Normal,2023-10-15,HouseKeepingTeam,Corrective,Proactive,NSLTZ,Within SLA,2023-10-15
BLRITPTE-2303962,South,Texas,Austin East,Need to be checked working normal,Need to be checked working normal,UPS ROOM,,Asset,2023-09-30,Mobile_App,Request,Electrical*,Lights Not Working / Flickering*,Closed,Normal,2023-09-30,ITPL-Electrical Team,Corrective,Proactive,WB(F5),Within SLA,2023-10-01
MDUELCTE-2306302,West,California,San Francisco Downtown,Lights Not Working/Flickering,Lights Not Working/Flickering,ODC 4A,,Asset,2023-09-28,Mobile_App,Request,Electrical*,Lights Not Working / Flickering*,Closed,Normal,2023-10-01,MDU-Electrical Team,Corrective,Proactive,Tower2,Within SLA,2023-09-29
PUNMGPTE-2303640,West,Arizona,Phoenix Scottsdale,UPS room ceiling tiles broken,UPS room ceiling tiles broken,UPS Room,,Asset,2023-09-25,Mobile_App,Request,CARPENTRY*,Ceiling Tiles Missing / Broken*,Closed,Normal,2023-09-25,HCL PUN_MGP - M&E Team,Corrective,Proactive,WA,Within SLA,2023-09-26
BLRMTPTE-2303470,South,Texas,Dallas Uptown,MTP-01-05-W-14 switch board issue,MTP-01-05-W-14 switch board issue,ODC5,,Asset,2023-09-28,Mobile_App,Request,Electrical*,Switch Board Faulty*,Closed,Normal,2023-09-28,BLR MTP_ Electrical Team,Corrective,Proactive,C4,Within SLA,2023-09-29
HCLPUNTE2302210,South,Tennessee,Nashville Music Row,Light off,Light off,ODC 3(WTC-09-ODC -WS01till60),,Asset,2023-09-25,One_Campus,Request,Others*,Internal Team Co-Ordination,Closed,Normal,2023-09-25,WTC-Soft Service Team,Corrective,Reactive,WTC,Within SLA,2023-09-25
CHNOZOTE-2305186,South,Florida,Miami South,Breakout need floor clean.,Breakout need floor clean.,6F,,Asset,2023-10-05,Mobile_App,Request,Cleaning *,Special Clean*,Closed,High,2023-10-05,Ozone Soft Service Team,Corrective,Proactive,OZ,Within SLA,2023-10-06
MDUELCTE-2306313,West,California,San Francisco Downtown,Lights Not Working/Flickering,Lights Not Working/Flickering,ODC 4A,,Asset,2023-09-28,Mobile_App,Request,Electrical*,Lights Not Working / Flickering*,Closed,Normal,2023-10-01,MDU-Electrical Team,Corrective,Proactive,Tower2,Within SLA,2023-09-29
BLRITPTE-2303957,South,Texas,Austin East,Switch board problem,Switch board problem,LRR (North),,Asset,2023-09-30,Mobile_App,Request,Electrical*,Switch Board Faulty*,Closed,Normal,2023-09-30,ITPL-Electrical Team,Corrective,Proactive,Wing-A(F6),Within SLA,2023-10-01
CHETA3TE-2308300,South,Florida,Miami Downtown,Need to clean the floor mat,Need to clean the floor mat,ELR 1,,Asset,2023-09-29,Mobile_App,Request,Cleaning *,Carpet*,Closed,High,2023-09-29,ETA3 Soft Service Team,Corrective,Proactive,BLK3,Within SLA,2023-09-30
